GeneSymbol	A21_05_C3_P5_493883	A21_05_C3_P5_345125	A21_05_C3_P5_850110	A21_05_C3_P5_816526	A21_05_C3_P5_92064	A21_05_C3_P5_558392	A21_05_C3_P5_868588	A21_05_C3_P5_4302	A21_05_C3_P5_599498	A21_05_C3_P5_803125	A21_05_C3_P5_391515	A21_05_C3_P5_780528	A21_05_C3_P5_227561	A21_05_C3_P5_555196	A21_05_C3_P5_317321	A21_05_C3_P5_590491	A21_05_C3_P5_248342	A21_05_C3_P5_254486	A21_05_C3_P5_618931	A21_05_C3_P5_868547	A21_05_C3_P5_52551	A21_05_C3_P5_239993	A21_05_C3_P5_640238	A21_05_C3_P5_560171	A21_05_C3_P5_37977	A21_05_C3_P5_133498	A21_05_C3_P5_244273	A21_05_C3_P5_445179	A21_05_C3_P5_24360	A21_05_C3_P5_703710	A21_05_C3_P5_207384	A21_05_C3_P5_386145	A21_05_C3_P5_86538	A21_05_C3_P5_472060	A21_05_C3_P5_93498	A21_05_C3_P5_191838	A21_05_C3_P5_377349	A21_05_C3_P5_753539	A21_05_C3_P5_843002	A21_05_C3_P5_158991	A21_05_C3_P5_570941	A21_05_C3_P5_238160	A21_05_C3_P5_296727	A21_05_C3_P5_312382	A21_05_C3_P5_707030	A21_05_C3_P5_169070	A21_05_C3_P5_709456	A21_05_C3_P5_854843	A21_05_C3_P5_751717	A21_05_C3_P5_277264	A21_05_C3_P5_660606	A21_05_C3_P5_131155	A21_05_C3_P5_257483	A21_05_C3_P5_838518	A21_05_C3_P5_612739	A21_05_C3_P5_694894	A21_05_C3_P5_734349	A21_05_C3_P5_583408	A21_05_C3_P5_422936	A21_05_C3_P5_363620	A21_05_C3_P5_431292	A21_05_C3_P5_543877	A21_05_C3_P5_411884	A21_05_C3_P5_261464	A21_05_C3_P5_93643	A21_05_C3_P5_269933	A21_05_C3_P5_736975	A21_05_C3_P5_862851	A21_05_C3_P5_350862	A21_05_C3_P5_95740	A21_05_C3_P5_481069	A21_05_C3_P5_417826	A21_05_C3_P5_38038	A21_05_C3_P5_530264	A21_05_C3_P5_785863	A21_05_C3_P5_219225	A21_05_C3_P5_460537	A21_05_C3_P5_230547	A21_05_C3_P5_393721	A21_05_C3_P5_686573	A21_05_C3_P5_759037	A21_05_C3_P5_144471	A21_05_C3_P5_590025	A21_05_C3_P5_15041	A21_05_C3_P5_106303	A21_05_C3_P5_491295	A21_05_C3_P5_54991	A21_05_C3_P5_110220	A21_05_C3_P5_255874	A21_05_C3_P5_352643	A21_05_C3_P5_522106	A21_05_C3_P5_606516	A21_05_C3_P5_404182	A21_05_C3_P5_256329	A21_05_C3_P5_381490	A21_05_C3_P5_98918	A21_05_C3_P5_47901	A21_05_C3_P5_177457	A21_05_C3_P5_562682	A21_05_C3_P5_120023	A21_05_C3_P5_94062	A21_05_C3_P5_407431	A21_05_C3_P5_443710	A21_05_C3_P5_742617	A21_05_C3_P5_123213	A21_05_C3_P5_668548	A21_05_C3_P5_287479	A21_05_C3_P5_878834	A21_05_C3_P5_780339	A21_05_C3_P5_7754	A21_05_C3_P5_278466	A21_05_C3_P5_739379	A21_05_C3_P5_854714	A21_05_C3_P5_644287	A21_05_C3_P5_788486	A21_05_C3_P5_320558	A21_05_C3_P5_618150	A21_05_C3_P5_164454	A21_05_C3_P5_312531	A21_05_C3_P5_304743	A21_05_C3_P5_564946	A21_05_C3_P5_118576
COL25A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
COL3A1	3.545	4.288	2.805	3.119	3.037	3.418	4.307	4.183	3.413	3.614	4.015	3.745	3.203	2.857	3.011	3.993	3.125	3.688	2.264	2.192	3.397	2.477	2.354	2.900	2.393	3.024	3.779	3.859	3.458	4.391	3.603	3.241	2.856	3.606	3.510	3.140	4.347	2.101	3.956	2.881	3.142	3.517	1.926	3.892	4.468	2.753	4.195	3.027	3.513	3.097	4.502	3.658	3.082	3.696	4.195	4.217	3.659	2.970	3.834	4.019	3.592	4.576	3.188	3.090	3.837	2.820	3.478	3.322	3.790	2.424	3.260	3.391	3.759	4.332	3.912	3.508	3.124	3.216	3.919	4.111	4.665	3.305	3.484	3.021	4.352	3.548	2.287	3.661	3.591	4.409	2.832	3.112	4.127	3.522	3.896	4.046	4.225	4.045	3.203	3.469	4.155	4.439	2.901	2.801	4.558	3.441	4.008	4.098	3.805	2.777	3.701	2.741	4.046	3.876	4.371	4.390	4.538	4.363	4.189	3.681	4.356	3.613
COL4A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.586	0.000	0.573	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
COL4A2	0.000	0.000	0.516	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.431	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.518	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.707	0.000	0.000	0.000	0.000	0.000
COL4A4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
COL4A5	0.000	0.000	0.000	0.327	0.000	0.000	0.000	0.000	0.000	0.000	0.393	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.502	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.884	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.635	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
COL5A1	1.853	2.383	1.551	1.658	1.414	2.138	2.328	2.244	1.160	1.226	1.475	1.224	1.475	0.690	1.246	1.404	1.658	1.674	0.000	1.186	2.268	0.765	1.473	1.021	1.507	1.022	1.762	2.682	1.967	1.984	1.546	1.897	1.988	1.687	1.446	1.447	2.100	0.000	1.455	1.821	1.591	1.099	0.000	0.840	1.623	0.848	2.398	0.000	1.623	1.627	2.295	1.936	1.767	1.121	1.346	1.992	1.888	1.347	1.512	1.999	1.137	2.015	1.156	1.359	1.685	1.668	1.366	0.894	2.105	1.542	0.552	1.372	1.384	1.706	1.368	0.919	1.733	1.728	2.278	1.968	1.972	2.073	1.855	0.941	1.608	1.871	1.439	2.111	1.454	2.210	0.000	0.975	2.224	1.260	1.920	1.953	0.611	2.311	1.475	1.259	1.667	2.420	1.033	1.000	1.308	1.517	1.974	1.018	2.119	0.635	1.722	0.645	2.124	1.533	0.669	1.626	1.815	2.440	2.000	1.876	1.480	0.790
COL5A3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.487	0.000	0.488	0.000	0.488	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
COL6A3	2.573	3.013	2.171	2.024	2.172	2.569	2.832	2.517	1.834	1.914	2.364	2.448	1.914	2.246	2.517	2.035	2.620	2.471	2.264	2.312	2.659	1.990	1.887	2.598	2.007	2.094	1.950	3.148	2.968	3.213	2.541	2.698	2.347	2.069	2.638	2.375	2.491	1.828	2.858	1.821	2.377	1.610	2.314	2.650	2.528	2.039	2.457	1.478	2.351	2.140	2.779	2.292	2.071	2.693	2.624	2.447	2.558	2.394	2.088	2.392	2.847	2.640	2.952	2.472	2.353	2.185	2.024	2.530	2.339	2.357	2.604	2.208	1.944	2.444	1.812	2.678	2.707	2.165	2.677	2.529	2.533	1.728	2.400	2.339	2.432	2.607	2.202	2.573	2.456	2.979	2.196	2.389	1.245	2.672	2.717	2.352	2.243	3.112	2.928	2.479	3.221	2.561	2.394	1.948	2.733	2.884	2.720	2.658	2.960	2.091	1.722	2.475	3.099	2.853	2.663	2.216	2.423	2.440	2.455	3.187	2.950	2.470
COL6A6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
COL8A1	1.376	0.685	1.213	0.572	0.329	0.979	0.816	0.352	0.629	0.894	0.393	0.673	0.393	0.000	0.000	0.930	0.000	0.000	0.431	0.450	1.197	0.000	0.752	0.000	1.206	0.782	0.791	0.000	0.802	0.487	0.000	0.000	0.000	0.814	0.832	0.501	0.834	1.084	0.000	0.831	0.000	0.000	0.000	1.090	0.000	0.000	0.847	0.517	0.518	0.000	0.522	0.554	0.527	0.866	0.537	0.878	0.000	0.000	0.535	1.140	0.000	0.000	1.156	1.154	1.162	0.000	0.000	1.674	0.893	0.000	0.905	0.905	0.915	0.560	0.549	1.181	0.000	0.572	0.586	1.578	0.935	0.934	1.407	0.577	0.587	1.421	0.590	0.592	0.971	0.000	0.955	0.000	0.000	1.260	0.605	0.000	0.611	0.975	0.611	0.000	0.620	0.617	1.313	0.620	0.000	0.000	0.000	0.633	1.040	0.000	0.000	0.000	1.544	0.646	0.000	0.000	0.707	1.130	0.000	0.744	0.757	0.000
COTL1	1.376	1.454	1.476	1.199	1.080	1.556	0.816	0.612	1.403	0.393	0.674	0.392	1.226	1.095	0.688	1.114	0.426	0.734	1.306	0.000	1.197	1.613	1.594	1.214	1.014	1.378	0.472	1.050	0.000	1.059	0.802	1.564	1.424	1.563	1.081	1.281	1.591	0.502	1.288	1.821	1.449	1.467	1.715	0.840	1.312	1.301	1.610	1.310	1.110	1.114	0.522	0.554	0.527	0.524	1.142	1.135	1.335	1.142	1.138	0.883	1.341	0.544	0.000	1.154	1.162	1.148	0.900	1.152	0.893	1.371	0.552	1.165	1.384	0.000	1.368	1.561	0.575	0.933	0.953	1.196	1.730	0.572	0.933	1.738	0.000	0.000	1.228	0.961	0.000	0.000	1.223	0.602	0.974	1.801	0.000	1.279	0.000	1.246	0.000	0.986	0.620	0.617	0.645	1.275	0.641	0.636	0.635	1.018	0.000	0.000	1.323	0.645	0.000	0.646	0.669	0.704	0.000	1.130	0.725	0.000	1.480	0.000
COX7A1	0.592	0.504	0.291	0.327	0.329	0.000	0.000	0.612	0.000	0.000	0.000	0.000	0.393	0.403	0.402	0.705	0.000	0.000	0.000	0.000	0.000	0.000	0.445	0.000	0.000	0.000	0.472	0.000	0.000	1.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.511	0.000	0.000	0.000	0.000	0.511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.533	0.531	0.000	0.000	0.000	0.534	0.000	0.000	0.544	0.000	0.000	0.000	0.543	0.000	0.000	0.000	0.000	0.000	0.000	0.549	0.561	1.413	0.000	0.000	0.000	0.000	0.000	0.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611	0.602	0.000	0.610	0.000	0.617	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.707	0.000	0.725	0.000	0.000	0.000
CPB1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CPE	0.000	0.284	0.000	0.327	0.000	0.000	0.000	0.352	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.445	0.000	0.000	0.466	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.502	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.518	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.533	0.000	0.000	0.000	0.000	0.000	0.544	0.000	0.544	0.000	0.541	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.570	0.000	0.000	0.000	0.000	0.587	0.000	0.000	0.000	0.000	0.000	0.000	0.602	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.650	0.000	0.000	0.000	0.653	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
