GeneSymbol	A21_05_C3_P5_249126	A21_05_C3_P5_533481	A21_05_C3_P5_577716	A21_05_C3_P5_86722	A21_05_C3_P5_251707	A21_05_C3_P5_755486	A21_05_C3_P5_637637	A21_05_C3_P5_572742
RPLP0P2	0.650	0.000	0.401	0.000	0.829	0.524	0.928	0.000
RPP38-DT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RPSAP45	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RRAD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RRM1	0.650	0.384	0.000	0.821	0.498	0.000	0.568	0.987
RRM2	0.000	0.000	0.000	0.000	0.000	0.524	0.000	0.000
RRM2B	0.377	0.660	0.401	0.821	1.275	0.524	0.928	0.000
RRP15	0.000	0.000	0.000	0.492	0.000	0.524	0.000	0.000
RSAD2	1.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RSPO3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RTCA-AS1	0.000	0.000	0.000	0.000	0.498	0.000	0.568	0.000
RTKN2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RUNX1	0.377	0.384	0.401	0.492	0.829	0.867	1.721	0.611
RUNX1T1	1.041	0.000	0.401	0.492	0.000	0.000	0.928	1.474
S100A10	2.272	1.957	1.935	1.906	2.008	1.324	1.401	1.260
S100A16	1.191	1.815	1.243	1.265	0.829	1.636	0.928	0.611
S100A2	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
S100A4	3.114	2.243	2.627	0.821	0.829	1.121	2.743	1.260
S100A6	3.826	3.624	3.805	3.061	3.187	3.679	3.207	3.616
S1PR1	0.000	0.000	0.000	0.492	0.000	0.000	0.000	0.000
S1PR3	0.000	0.384	0.000	0.000	0.000	0.000	0.568	0.611
SACS	0.000	0.384	0.401	0.000	0.498	1.121	0.000	0.000
SALL4	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.000
SAMD9	0.377	0.384	0.401	0.000	0.498	0.000	0.568	0.000
SAMHD1	0.650	0.384	0.908	0.492	0.498	1.121	1.192	0.611
SAPCD2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SASS6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SAT1	0.000	0.384	1.494	0.492	0.000	1.324	1.963	0.987
SCARA3	1.191	1.337	1.243	1.265	1.275	1.121	1.192	1.260
SCD	0.000	1.054	1.090	1.068	1.441	0.524	1.192	1.260
SCG2	0.000	0.000	0.687	0.000	0.000	0.000	0.000	1.650
SCG5	1.191	0.000	0.401	0.000	0.000	0.000	0.000	0.000
SCLT1	0.000	0.000	0.000	0.492	0.000	0.000	0.000	0.000
SCN2A	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.000
SCN9A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SCRG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SCUBE3	0.000	0.000	0.401	0.492	0.829	0.524	0.928	0.000
SDC1	0.650	1.054	0.401	0.492	0.498	0.524	0.928	0.000
SDF2L1	0.000	0.000	0.401	0.000	0.498	0.000	0.000	0.000
SEC11C	0.377	0.660	0.000	0.000	0.000	0.867	0.000	0.611
SECTM1	0.000	0.384	0.908	0.000	0.000	0.867	0.568	0.000
SEL1L3	0.000	0.000	0.687	0.492	0.498	0.867	0.568	0.000
SELENOP	0.000	0.000	0.908	0.000	0.000	0.000	0.000	0.000
SEMA3A	0.377	0.000	0.000	0.000	0.498	0.524	0.000	0.611
SEMA3C	0.650	0.660	2.004	0.821	0.000	1.121	0.928	2.242
SEMA3D	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SEMA3G	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SEMA5A	1.041	1.337	0.687	0.492	1.077	1.324	1.573	1.260
SEMA6A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SEMA6D	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SEMA7A	1.041	0.660	1.090	0.492	0.829	0.524	0.000	0.000
SEPTIN11	2.224	1.452	0.687	2.079	0.000	0.524	1.192	0.987
SEPTIN6	0.377	0.000	0.000	0.000	0.000	0.867	1.192	0.000
SERINC2	0.650	0.384	0.000	0.821	0.000	1.121	0.000	0.000
SERINC5	0.000	0.384	0.000	0.000	0.498	0.524	0.000	0.000
SERPINB7	0.650	0.384	0.401	0.000	0.000	0.000	0.000	0.000
SERPINB9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SERPINE1	0.377	1.205	0.908	0.821	0.498	0.000	0.928	0.611
SERPINE2	0.000	2.021	0.908	0.000	0.498	1.492	2.157	1.930
SERPING1	1.041	0.877	1.494	0.000	1.441	0.524	0.568	0.611
SERPINI1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SERTAD4	0.377	0.000	0.000	0.000	0.000	0.000	1.192	0.611
SERTAD4-AS1	0.000	0.000	0.000	0.000	0.000	0.524	0.000	0.000
SERTM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SESN3	0.864	0.660	0.000	0.000	1.275	0.524	0.928	0.611
SFN	0.000	0.000	0.000	0.000	0.000	0.524	0.000	0.000
SFPQ	0.650	0.660	1.243	0.492	0.498	1.121	1.573	1.800
SFRP1	1.719	0.000	0.687	2.293	0.829	0.524	0.928	0.987
SFRP2	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
SFRP4	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.000
SGK1	0.000	0.000	0.000	0.821	0.000	0.000	0.000	0.000
SGO1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SGO2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH2B3	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH3BGRL3	3.565	3.696	3.468	3.031	2.368	2.646	2.743	2.881
SH3PXD2A	1.191	0.384	0.687	0.821	0.829	1.636	1.192	0.987
SHC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SHCBP1	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.000
SHOX2	0.650	0.384	0.401	0.492	0.000	0.000	0.000	0.000
SHROOM2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SIGLEC15	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
SIM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SIPA1L2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SIX1	0.000	0.000	0.000	0.000	0.498	0.000	0.568	0.000
SIX2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SKA1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SKA3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SKIL	0.000	0.384	0.908	0.000	0.000	0.000	1.192	0.611
SKP2	0.377	0.000	0.000	0.821	0.000	0.524	0.000	0.611
SLA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC14A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC16A1-AS1	0.000	0.000	0.000	0.000	0.000	0.000	0.928	0.000
SLC16A14	0.000	0.000	0.000	0.000	0.000	0.524	0.000	0.000
SLC16A4	0.000	0.000	1.243	0.000	0.000	0.524	0.568	0.000
SLC16A6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC1A1	0.000	0.000	0.401	0.000	0.000	0.524	0.000	0.000
SLC20A1	0.377	0.660	0.000	0.000	0.000	0.000	0.568	0.611
SLC25A13	0.000	0.384	0.000	0.000	0.000	0.867	0.000	0.000
SLC26A4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC29A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC2A8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC35F4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC38A1	0.000	0.000	0.687	0.000	0.000	0.000	0.000	0.000
SLC38A2	0.864	0.384	1.376	2.156	1.077	0.867	1.963	0.987
SLC39A14	0.000	1.054	0.000	0.000	0.498	0.000	0.928	0.000
SLC3A2	0.377	0.660	0.401	0.492	1.077	0.524	0.000	0.000
SLC40A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC43A2	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.000
SLC43A3	0.000	0.000	0.687	0.492	0.000	0.000	0.000	0.000
SLC5A3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC6A6	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.611
SLC7A1	0.000	0.000	0.000	1.068	0.000	0.000	0.000	0.000
SLC7A11	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC7A14	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC7A5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC7A8	0.000	0.660	0.401	0.492	1.441	0.867	0.000	0.611
SLC8A1	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLCO5A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLF1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLIRP	1.191	0.877	1.494	1.265	0.829	1.324	0.000	0.987
SLIT2	1.041	0.877	0.000	1.265	0.498	0.000	0.928	0.987
SLIT3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLITRK4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SMC1A	0.650	0.000	0.000	0.492	0.000	0.000	0.000	0.000
SMC1B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SMC2	0.000	0.000	0.401	0.000	0.498	0.000	0.568	0.000
SMC3	0.864	0.660	0.687	0.492	1.077	1.121	0.568	0.000
SMC4	0.864	1.337	1.243	1.265	1.708	1.121	0.928	0.611
SMIM3	1.321	0.877	0.687	0.821	0.000	0.867	0.928	0.611
SMS	0.650	0.000	0.401	0.492	1.077	1.121	0.000	0.987
SMYD3	1.321	1.054	1.599	0.492	1.441	0.524	0.568	0.000
SNAI2	0.000	0.384	0.401	0.492	0.829	1.492	0.568	0.987
SNAP25	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SNCAIP	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SNED1	0.377	0.660	1.376	0.492	0.498	0.524	1.192	0.000
SNHG1	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.000
SNHG3	0.000	0.000	0.000	0.492	0.498	0.000	0.000	0.000
SNORD3A	0.864	1.337	1.494	0.821	2.008	2.739	1.573	0.000
SNRPA1	0.000	0.000	0.000	0.492	0.000	0.524	0.000	0.000
SNRPB	0.377	0.660	0.000	0.000	0.000	0.000	0.000	0.611
SNRPD1	0.377	0.660	0.908	0.000	1.077	0.867	0.000	1.474
SNRPG	0.650	1.452	0.687	1.068	0.000	1.324	1.192	0.987
SOCS3	0.000	0.000	0.401	0.000	0.000	0.000	0.568	0.000
SOD2	0.864	0.000	0.401	0.492	0.000	1.762	0.000	0.000
SOX11	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SOX4	1.321	1.452	0.908	0.492	0.829	1.121	0.568	0.000
SOX9	0.000	0.384	0.000	0.000	0.000	0.524	0.000	0.000
SP9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPAG17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPAG5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPARC	4.162	4.670	3.283	3.949	3.579	3.044	4.360	3.838
SPARCL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPC24	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPC25	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPDL1	0.000	1.337	0.401	0.000	0.000	0.000	0.568	0.000
SPHK1	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.611
SPON1	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPON2	2.659	1.736	2.339	1.696	0.829	1.762	1.192	0.611
SPP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPRY1	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPRY4	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPSB1	0.377	0.384	0.000	0.000	0.000	0.524	0.000	0.611
SQLE	0.377	0.660	0.000	0.492	0.000	0.524	0.000	0.000
SRGN	1.041	0.877	0.908	0.000	0.829	0.524	0.000	0.611
SRM	0.377	0.384	0.401	0.492	0.000	0.000	0.000	0.987
SRSF2	0.377	0.660	0.908	0.492	0.829	0.867	0.568	1.474
SRSF3	0.650	1.337	0.000	1.265	0.829	0.524	0.000	0.611
SRSF7	0.377	1.205	0.401	1.068	0.000	0.524	1.721	0.987
SSPN	0.650	0.000	0.000	0.492	0.498	0.000	0.000	0.000
SSR3	2.362	1.957	1.494	1.906	2.368	1.874	2.242	1.930
SSRP1	0.864	0.384	0.000	1.068	0.498	1.121	0.568	0.987
SSX2IP	0.000	0.000	0.687	0.000	0.498	0.000	0.000	0.987
ST13P18	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ST6GAL2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
STAT1	1.041	0.660	0.401	0.492	1.583	0.867	0.568	0.611
STC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.987
STC2	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.000
STEAP1	0.377	0.384	1.090	1.068	1.077	0.867	0.928	0.000
STIL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
STIP1	0.000	0.000	0.000	0.492	0.000	0.867	0.000	0.000
STK17B	0.377	0.660	0.000	0.000	0.498	0.524	0.000	0.611
STMN1	0.864	0.877	0.908	0.000	0.498	1.121	0.568	0.611
STMN2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
STRA6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SUGCT	0.000	0.384	0.401	0.492	0.000	0.000	0.000	0.000
SULF1	0.650	0.384	1.376	1.572	1.077	1.324	0.568	1.650
SULF2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SULT1A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SUN2	0.377	0.000	0.401	0.000	0.000	0.000	0.568	0.000
SUPT16H	0.000	0.384	0.687	0.492	0.000	1.121	1.192	0.987
SUSD2	0.650	0.000	1.090	0.000	0.498	0.000	0.568	0.000
SUV39H1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SVIL	0.377	0.000	0.401	0.000	0.000	1.636	0.000	0.611
SWAP70	0.864	0.000	0.000	1.572	0.829	0.867	0.000	0.611
SYCE1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYNC	0.000	0.000	0.687	0.000	0.000	0.524	0.000	0.000
SYNCRIP	1.321	0.877	0.687	1.068	1.275	1.121	0.928	0.987
SYNDIG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYNE2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYNJ2	0.000	1.054	0.401	0.000	0.000	0.000	0.000	0.000
SYNPO2	0.377	0.000	0.000	0.492	0.000	0.000	0.000	0.611
SYT1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYT7	0.000	0.384	0.000	0.492	0.498	0.524	0.000	0.000
SYTL2	0.864	0.000	0.000	0.000	0.000	0.000	0.000	0.611
SYTL5	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.000
TACC3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TACSTD2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TAF7L	0.377	0.000	0.000	0.821	0.000	0.000	0.000	0.000
TAFA5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TAGLN	0.650	0.384	0.000	1.068	0.000	0.000	0.000	0.000
TAGLN2	1.939	2.138	2.186	1.906	1.818	2.428	1.573	2.045
TBX3	0.864	0.000	0.000	0.000	0.000	1.762	1.401	0.611
TBX5	0.000	0.000	0.000	0.492	0.000	0.000	0.568	0.611
TCAM1P	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCEAL5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCERG1	0.650	0.384	0.687	1.431	0.829	0.867	0.000	0.000
TCF19	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCF21	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCF4	1.041	1.205	1.090	1.696	1.818	2.066	1.192	1.930
TCF7L1	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCOF1	0.000	0.000	0.401	0.000	0.000	0.867	0.000	0.000
TDO2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TDRD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TDRD9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TEDC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TENM2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TENT5A	0.377	0.877	1.090	0.492	1.077	0.000	0.928	0.611
TES	0.650	0.000	0.401	0.821	0.000	0.000	0.000	0.000
TFAM	0.000	0.000	0.401	0.821	0.498	0.000	0.000	0.000
TFDP1	0.864	0.000	0.000	0.821	0.000	0.000	0.000	0.000
TFPI2	0.650	2.021	1.090	0.000	0.000	0.867	0.000	0.000
TFRC	0.000	1.054	0.000	0.492	0.498	0.524	0.000	0.000
TGFB2	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TGFB3	0.377	1.337	0.401	0.000	1.441	0.000	0.568	0.000
TGFBI	2.362	2.081	2.291	2.789	2.091	1.121	2.837	2.782
TGFBR3	0.000	0.000	0.401	0.000	0.000	1.121	0.568	1.260
TGM2	0.377	0.384	0.000	0.000	0.000	0.524	0.000	0.000
THBD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
THBS1	1.321	1.337	2.004	2.572	0.000	0.524	1.849	0.987
THBS2	2.272	2.612	1.781	1.572	2.008	1.492	2.523	2.328
THRB	0.000	0.384	0.687	0.821	0.498	0.000	0.000	0.000
THSD4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611
THY1	3.552	2.770	2.430	2.522	2.913	2.366	3.143	2.407
TICRR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TIGD4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TIMELESS	0.000	0.000	0.000	0.000	0.000	0.524	0.000	0.000
TIMP1	3.029	2.424	2.240	2.293	1.583	1.762	1.849	1.474
TIMP3	1.871	0.000	1.861	1.068	0.829	0.867	0.928	0.987
TINAGL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TIPARP	0.377	0.000	0.000	0.000	0.000	0.867	0.568	0.000
TK1	0.000	0.384	0.000	0.492	0.000	0.000	0.000	0.000
TLCD2	0.000	0.000	0.000	0.492	0.829	0.000	0.568	0.611
TLCD4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TLCD4-RWDD3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TLL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TM4SF1	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.611
TMEM158	0.864	0.660	0.000	0.492	1.441	0.867	0.568	0.611
TMEM171	0.377	0.384	0.000	0.492	0.000	0.000	0.000	0.000
TMEM176A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMEM176B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMEM233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMEM26	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMEM35A	0.000	0.000	0.908	0.000	0.000	0.524	0.568	0.611
TMEM45A	1.041	1.205	0.687	0.821	1.583	0.000	0.928	0.611
TMEM47	0.377	0.000	0.401	0.492	0.000	0.000	0.000	0.000
TMEM92	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMEM97	0.650	0.877	0.401	1.068	0.829	0.524	0.568	0.000
TMPO	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMPO-AS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMSB4X	4.155	3.432	4.228	3.618	3.013	3.328	2.791	3.166
TMTC2	0.000	0.384	0.000	0.492	0.829	0.867	0.000	0.000
TNC	1.041	1.889	2.004	2.355	2.482	1.121	2.242	1.650
TNFAIP2	0.377	0.000	0.401	0.000	0.498	0.000	0.000	0.000
TNFAIP3	0.000	0.000	0.000	0.000	0.498	1.324	0.568	0.000
TNFAIP6	0.000	0.660	0.000	0.000	0.829	0.000	0.568	0.000
TNFAIP8L1	0.864	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFAIP8L3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFRSF10D	0.650	0.384	0.401	0.000	0.000	0.000	0.568	0.000
TNFRSF12A	0.650	0.660	0.687	0.000	0.000	0.000	0.000	0.000
TNFRSF19	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.000
TNFRSF21	0.000	0.660	0.401	0.000	0.498	0.524	0.568	0.987
TNFRSF9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFSF10	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
TNFSF11	0.000	0.000	0.000	0.000	0.000	0.524	0.000	0.000
TNFSF13B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFSF9	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNIK	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.611
TNRC6B	0.377	1.054	0.401	0.000	1.077	0.867	0.000	0.000
TOB1	0.377	0.877	0.401	0.000	0.000	0.524	0.568	1.474
TOP2A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TOPBP1	0.000	0.000	0.000	0.821	0.000	0.000	0.000	0.000
TOX	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.000
TP53INP1	0.377	0.384	0.401	0.000	1.077	0.000	0.000	0.611
TPI1	1.798	1.889	1.376	2.156	1.275	1.636	2.157	1.930
TPM1	1.798	1.054	0.687	1.431	1.708	0.524	0.000	0.987
TPM3	1.321	1.205	1.376	1.696	1.077	1.324	1.192	0.987
TPPP3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TPTE2P5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TPX2	0.000	0.000	0.401	0.492	0.000	0.867	0.000	0.611
TRA2B	0.650	0.384	0.000	0.821	0.000	0.867	0.928	0.000
TRABD2A	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.611
TRAPPC3L	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
TRBC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRHDE	0.000	0.000	0.687	0.821	0.000	0.000	0.568	0.611
TRIB2	0.377	0.384	0.687	0.000	0.498	0.000	0.568	0.000
TRIB3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRIL	0.000	0.660	0.000	0.000	0.000	0.000	1.721	0.987
TRIM58	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRIP13	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRMU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRNP1	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.000
TROAP	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRPA1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRPM3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TSHZ2	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.611
TSPAN11	0.000	0.384	0.000	0.000	0.000	0.000	0.568	0.611
TSPAN13	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TSPAN2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TSTD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TTK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TUBA1A	1.436	2.081	0.908	1.068	0.829	2.066	0.928	0.987
TUBA1B	1.041	2.541	1.090	0.821	0.498	1.324	1.721	0.987
TUBA1C	0.377	0.384	0.401	1.572	0.498	0.524	0.928	0.000
TUBB	2.063	1.650	1.599	0.821	1.708	1.636	1.721	1.474
TUBB2A	0.864	1.205	0.000	0.492	0.000	0.000	0.000	0.000
TUBB2B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TUBB4B	0.000	0.384	0.401	0.821	0.498	0.524	0.568	0.000
TUBB6	0.000	1.337	0.908	0.821	0.000	1.121	0.568	1.260
TWIST1	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.611
TWIST2	0.650	0.660	0.401	0.492	1.583	1.874	1.401	0.611
TXLNB	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TXNIP	1.871	0.877	0.908	1.265	1.077	0.000	0.928	0.000
TXNRD1	0.377	0.877	0.401	0.000	1.275	0.000	0.000	0.000
TYMS	0.000	0.000	0.401	0.821	1.077	0.524	0.568	0.987
UACA	1.719	0.384	1.694	1.068	1.818	0.867	0.928	1.260
UBE2C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UBE2QL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UBE2S	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UBE2T	0.000	0.384	0.000	0.000	0.000	0.000	0.568	0.000
UCHL1	2.521	2.741	1.376	1.807	1.918	1.492	1.192	0.000
UCP2	0.000	0.000	0.000	0.492	0.000	0.000	0.568	0.000
UGCG	0.377	0.660	0.000	0.492	0.498	0.524	0.000	0.000
UHRF1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UNC5B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UNC5C	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.000
USP1	0.377	0.000	0.000	0.821	0.000	0.000	1.401	0.000
USP44	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
USP51	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.611
USP53	0.000	0.000	0.687	0.492	0.498	0.000	0.568	2.328
VASN	1.191	1.054	0.401	1.068	0.829	0.000	0.568	0.000
VAT1L	0.650	0.000	0.000	0.492	0.000	0.524	0.568	0.000
VCAM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VCAN	2.751	2.981	2.983	3.000	3.380	3.762	3.267	2.728
VEGFA	0.377	0.000	0.000	1.068	0.000	0.524	0.568	0.611
VEGFD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VEPH1	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.611
VGF	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VGLL3	0.377	0.000	0.000	0.821	0.000	0.524	1.192	0.611
VPS9D1-AS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VRK1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VSTM4	0.000	0.000	0.401	0.000	0.829	0.000	0.000	0.000
VWCE	0.000	0.000	0.687	0.000	0.000	0.000	0.000	0.000
WBP11	0.377	0.384	0.000	0.492	0.000	0.524	0.928	0.000
WDHD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
