GeneSymbol	A21_05_C2_P5_547431	A21_05_C2_P5_337729	A21_05_C2_P5_498700	A21_05_C2_P5_155179	A21_05_C2_P5_253661	A21_05_C2_P5_272388	A21_05_C2_P5_720968	A21_05_C2_P5_704908	A21_05_C2_P5_848048	A21_05_C2_P5_90718	A21_05_C2_P5_348548	A21_05_C2_P5_327815	A21_05_C2_P5_424332	A21_05_C2_P5_791691	A21_05_C2_P5_145849	A21_05_C2_P5_225293	A21_05_C2_P5_406074	A21_05_C2_P5_207512	A21_05_C2_P5_687585	A21_05_C2_P5_242886	A21_05_C2_P5_709878	A21_05_C2_P5_649221	A21_05_C2_P5_135495	A21_05_C2_P5_59774	A21_05_C2_P5_84401	A21_05_C2_P5_380396	A21_05_C2_P5_133740	A21_05_C2_P5_641140	A21_05_C2_P5_692756	A21_05_C2_P5_607908	A21_05_C2_P5_60139	A21_05_C2_P5_481331	A21_05_C2_P5_119369	A21_05_C2_P5_326724	A21_05_C2_P5_715751	A21_05_C2_P5_407386	A21_05_C2_P5_158243	A21_05_C2_P5_528187	A21_05_C2_P5_177426	A21_05_C2_P5_356739	A21_05_C2_P5_227915	A21_05_C2_P5_670721	A21_05_C2_P5_336096	A21_05_C2_P5_198191	A21_05_C2_P5_380412	A21_05_C2_P5_554898	A21_05_C2_P5_398110	A21_05_C2_P5_168775	A21_05_C2_P5_873045	A21_05_C2_P5_228860	A21_05_C2_P5_695337	A21_05_C2_P5_454130	A21_05_C2_P5_699545	A21_05_C2_P5_278127	A21_05_C2_P5_94568	A21_05_C2_P5_589954	A21_05_C2_P5_88102	A21_05_C2_P5_105720	A21_05_C2_P5_305904	A21_05_C2_P5_716187	A21_05_C2_P5_411151	A21_05_C2_P5_241513	A21_05_C2_P5_146322	A21_05_C2_P5_76224	A21_05_C2_P5_425470	A21_05_C2_P5_629564	A21_05_C2_P5_96264	A21_05_C2_P5_451337	A21_05_C2_P5_706412	A21_05_C2_P5_278735	A21_05_C2_P5_264093	A21_05_C2_P5_676162	A21_05_C2_P5_626788	A21_05_C2_P5_796873	A21_05_C2_P5_747335	A21_05_C2_P5_318512	A21_05_C2_P5_507421	A21_05_C2_P5_164980	A21_05_C2_P5_535888	A21_05_C2_P5_642834	A21_05_C2_P5_868352	A21_05_C2_P5_111697	A21_05_C2_P5_377677	A21_05_C2_P5_167734	A21_05_C2_P5_416816	A21_05_C2_P5_762794	A21_05_C2_P5_642404	A21_05_C2_P5_470132	A21_05_C2_P5_117531	A21_05_C2_P5_118735	A21_05_C2_P5_787868	A21_05_C2_P5_410651	A21_05_C2_P5_420608	A21_05_C2_P5_789103	A21_05_C2_P5_29457	A21_05_C2_P5_522007	A21_05_C2_P5_640301
PAK3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PALLD	0.984	1.477	0.731	1.301	1.471	1.316	1.917	1.001	1.178	1.806	0.464	0.000	1.217	1.534	2.274	1.902	1.573	1.587	1.075	2.012	1.717	1.106	1.296	1.947	1.482	1.627	1.951	1.105	1.984	1.504	1.652	1.648	1.769	1.653	1.523	1.556	2.581	0.901	2.201	1.371	0.552	0.917	1.176	0.921	2.062	2.065	0.563	0.950	0.968	2.360	2.283	1.442	0.592	2.295	1.771	2.027	1.442	1.780	2.020	0.995	1.491	1.947	1.008	1.275	1.677	1.013	1.508	2.457	1.011	2.310	1.307	2.124	1.075	1.344	1.068	1.586	1.390	1.394	1.391	0.000	0.701	1.397	1.980	1.415	0.728	1.477	1.170	1.764	0.819	1.751	0.000	0.849	1.346	1.348	2.286	0.922	0.000
PALM2-AKAP2	0.000	0.394	0.731	1.663	0.444	0.000	0.458	1.001	0.753	0.992	0.000	1.611	0.783	0.000	0.000	1.064	0.493	1.712	0.827	1.278	0.000	1.308	0.000	0.000	0.519	0.860	1.851	0.515	1.129	0.000	0.532	0.530	0.000	0.533	0.541	1.384	0.891	1.683	1.537	0.904	0.552	1.560	1.556	0.921	0.000	1.193	0.563	1.428	0.000	0.587	0.000	0.000	0.000	1.234	0.966	1.633	0.000	0.972	1.627	0.000	1.491	0.000	0.000	1.000	1.499	0.629	0.631	0.636	1.011	0.646	0.000	0.653	0.000	1.061	0.671	0.679	0.696	0.000	0.000	0.711	0.000	0.000	0.000	0.712	0.000	0.000	2.397	0.792	0.819	0.000	0.000	0.849	0.885	0.000	1.373	0.922	0.000
PALMD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PAPPA	0.000	0.896	0.000	0.000	0.000	0.000	0.000	0.764	0.753	0.756	1.374	0.000	0.466	0.474	0.000	0.000	0.000	0.000	0.000	0.000	1.085	0.000	0.000	0.000	0.000	0.000	0.000	1.105	0.000	1.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.548	0.548	0.000	0.552	0.000	0.000	0.563	0.000	0.000	0.563	1.217	0.000	0.000	0.588	0.592	1.231	0.000	0.000	0.000	0.000	0.000	0.000	0.995	0.000	1.489	0.626	0.000	0.000	0.000	0.631	0.000	0.000	1.035	0.000	1.044	0.000	0.000	0.000	0.000	0.000	0.698	1.103	0.000	0.000	0.000	1.125	0.000	0.000	1.706	0.000	0.000	0.000	0.000	0.000	0.000	1.346	0.000	0.000	0.000	0.000
PAQR4	0.000	0.000	0.000	0.428	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.466	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.597	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PARD3B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.756	0.464	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.530	0.000	0.000	0.000	0.000	0.542	0.548	0.000	0.000	0.000	0.000	0.914	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PARP2	0.350	0.000	0.431	0.000	0.000	0.000	0.000	0.453	0.000	0.000	0.464	0.000	0.000	0.000	0.484	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.848	0.000	0.000	0.851	0.000	0.000	0.000	0.878	0.000	0.527	0.000	0.541	0.000	0.000	0.548	0.000	0.000	0.552	0.000	0.000	0.563	0.926	0.000	0.000	0.583	0.000	0.587	0.000	0.000	0.000	0.000	0.000	0.601	0.000	0.000	0.597	0.000	0.621	0.620	0.626	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.676	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.885	0.886	0.000	0.922	0.000
PARPBP	0.350	0.394	0.431	1.143	0.000	0.435	0.458	0.000	0.000	0.756	0.000	0.453	0.466	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.502	0.000	0.509	0.000	0.859	0.000	0.000	1.306	0.000	0.000	0.532	0.000	0.000	0.000	0.890	0.000	0.542	0.000	0.548	0.000	0.000	0.000	0.558	0.000	0.000	0.000	0.000	0.583	0.000	0.587	0.588	0.000	0.592	0.000	0.000	0.000	0.961	0.600	0.597	0.000	0.621	0.000	0.626	0.000	0.000	0.000	0.000	0.636	0.000	0.000	0.000	0.000	0.676	0.000	0.000	0.000	0.000	0.698	0.000	0.000	0.000	1.108	0.713	1.124	0.728	0.000	0.747	0.792	0.000	0.000	0.000	0.000	0.000	0.886	0.000	0.922	0.000
PART1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PAWR	1.471	0.000	0.962	1.437	0.444	0.435	1.008	1.001	0.988	0.000	0.779	0.453	1.023	1.394	0.809	0.490	0.493	1.279	0.827	0.000	0.502	1.475	0.509	1.099	0.519	1.113	1.102	1.474	0.873	0.530	0.878	0.000	0.527	1.339	0.890	0.915	1.354	0.901	0.000	0.551	0.552	0.560	0.914	0.000	0.000	0.929	1.952	0.583	1.238	0.587	0.588	0.000	0.592	1.446	0.595	0.601	0.000	0.000	0.000	0.000	0.621	1.274	1.008	0.000	1.827	1.505	0.000	0.000	0.628	0.000	0.641	1.044	1.581	0.000	0.000	0.000	1.102	0.698	1.391	1.123	0.000	0.700	0.713	1.415	1.438	1.180	0.000	0.792	1.263	1.218	0.787	0.000	0.000	0.886	0.906	0.000	0.000
PAX6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PAX8-AS1	0.000	0.000	0.000	0.000	0.000	0.435	0.458	0.000	0.446	0.756	0.464	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.497	0.000	0.000	0.000	0.000	0.000	0.000	0.860	0.000	0.000	0.529	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.542	0.000	0.000	0.000	0.905	0.917	0.000	0.563	0.000	0.000	0.000	0.000	0.597	0.000	0.000	0.000	0.000	0.000	0.000	0.601	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.013	0.000	0.000	0.000	0.000	0.641	0.653	0.000	0.000	0.000	0.000	0.000	1.105	1.103	0.711	1.398	0.000	0.000	0.000	0.000	0.000	0.747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.906	0.000	0.000
PBK	0.609	0.394	1.767	1.301	0.751	0.000	1.200	0.000	0.446	0.756	0.464	0.763	1.023	0.474	0.484	1.902	0.000	0.500	0.827	0.499	0.502	0.000	1.096	1.099	1.113	1.483	0.851	0.515	0.000	1.131	0.000	0.875	0.871	1.339	1.523	0.000	0.542	0.000	0.000	0.551	1.166	0.917	0.914	0.563	0.567	1.850	1.184	0.000	0.000	1.609	0.588	0.000	1.443	0.000	0.595	0.000	1.442	0.972	0.597	0.000	1.668	0.999	1.008	0.620	0.000	0.000	1.015	0.636	1.504	1.035	0.000	0.000	1.762	1.061	1.068	1.586	1.102	1.800	1.797	0.711	1.398	1.621	1.416	0.000	0.000	0.755	1.170	1.952	1.263	0.000	1.222	1.301	0.000	0.886	0.906	1.394	0.000
PCDH10	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.497	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.701	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCDH7	0.000	0.000	0.000	0.000	0.751	0.435	0.000	0.000	0.000	0.000	0.000	0.000	0.466	0.474	0.000	0.490	0.493	0.500	0.827	0.000	0.000	0.000	0.509	0.000	0.000	0.000	0.000	0.000	0.529	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.552	0.560	0.000	0.563	0.000	0.000	0.000	0.583	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.601	0.000	0.000	0.000	0.617	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.747	0.000	0.000	0.000	0.787	0.000	0.000	0.000	0.000	0.922	0.000
PCDH9	0.000	0.000	0.000	0.000	0.444	0.435	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.499	0.000	0.000	0.000	0.000	0.000	0.000	0.513	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.548	0.000	0.000	0.560	0.000	0.000	0.000	0.000	0.921	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.617	0.621	0.000	0.000	0.000	0.626	0.000	0.000	0.000	0.628	0.000	0.000	0.653	0.000	0.000	0.671	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.755	0.000	0.000	0.819	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCDHB15	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCDHB16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCDHB5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCLAF	0.000	0.676	0.431	0.957	0.985	0.435	0.458	0.764	0.446	0.756	1.374	1.489	1.217	0.000	1.414	0.490	0.000	0.500	0.827	0.499	1.450	0.000	1.096	1.300	0.859	0.519	0.513	0.515	0.873	0.530	0.000	1.131	0.000	0.878	0.890	0.915	1.670	1.367	0.548	0.551	0.552	0.560	1.384	1.184	1.718	0.568	1.184	0.950	0.000	1.223	0.588	0.000	0.962	0.964	1.448	0.973	0.961	1.631	0.969	0.617	0.000	0.000	0.626	0.000	0.626	0.000	1.015	1.022	0.628	1.035	0.000	0.653	0.000	0.665	1.068	1.080	0.696	0.698	1.391	0.000	1.398	0.700	1.641	0.000	0.000	0.000	0.000	0.000	1.263	0.784	0.787	0.000	1.346	1.348	0.000	1.713	0.000
PCNA	0.350	0.394	1.307	0.957	1.334	0.970	0.458	1.192	0.000	1.601	1.212	1.987	1.937	1.036	1.250	1.064	1.697	2.172	1.274	0.831	1.717	0.854	0.845	1.300	0.000	0.860	0.513	0.515	0.529	1.131	1.992	1.774	0.527	0.878	1.148	0.000	0.000	1.367	1.366	0.904	1.166	0.560	1.556	0.563	0.000	0.568	1.392	1.428	1.451	1.609	1.610	0.592	0.962	1.621	1.623	1.244	0.000	0.000	1.451	2.160	1.276	0.000	0.000	0.620	1.827	1.013	0.631	1.695	0.628	1.035	0.641	1.876	1.762	1.344	1.573	1.080	1.796	0.000	1.797	1.123	2.093	1.397	1.416	0.712	1.438	1.180	0.747	0.000	0.000	1.939	0.787	0.000	0.885	0.886	0.906	0.000	0.000
PCOLCE2	0.814	0.896	0.731	0.000	0.444	0.970	1.200	0.453	1.338	1.182	0.000	0.763	1.023	0.000	1.414	0.000	0.821	0.500	0.000	0.831	0.502	1.106	0.000	0.848	0.859	0.000	0.000	0.000	0.529	0.000	0.000	0.875	0.527	0.533	0.541	0.558	1.797	0.901	0.000	0.000	1.544	0.560	0.914	0.000	0.000	1.402	0.921	1.217	0.968	0.000	0.956	0.592	0.592	1.234	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.620	0.626	0.000	0.626	0.629	0.631	0.000	1.011	0.646	1.307	0.653	1.075	1.745	0.000	1.080	2.202	0.698	0.000	0.711	0.000	0.000	0.000	0.000	1.145	0.000	0.000	0.792	0.000	0.784	0.000	1.848	0.885	0.886	1.373	1.394	1.407
PCSK1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.712	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCSK5	0.000	0.394	0.431	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.529	0.000	0.532	0.000	0.000	0.533	0.000	0.000	0.000	0.000	0.000	0.000	0.552	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.972	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCSK9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.756	0.000	0.453	0.000	0.474	0.484	0.000	0.821	0.000	0.000	0.000	0.000	0.000	0.509	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDE1B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDE3A	0.000	0.394	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	0.000	0.000	0.000	0.809	0.000	0.000	0.000	0.000	0.499	0.000	0.000	0.000	0.000	0.000	0.519	0.513	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.542	0.901	0.548	0.000	0.905	0.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.629	0.000	0.636	1.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.696	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.145	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDE3B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDE5A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.519	0.000	0.000	0.000	0.000	0.000	0.532	0.000	0.000	0.000	0.000	0.558	0.000	0.000	0.000	0.551	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.701	0.000	0.000	0.000	0.000	0.000	0.000	0.792	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDGFD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.849	0.000	0.000	0.000	0.000	0.000
PDGFRA	0.609	0.676	0.731	0.727	0.751	0.000	0.770	1.192	0.988	0.992	0.464	1.489	0.466	1.231	0.000	0.490	1.266	0.500	0.000	0.499	0.000	0.854	0.000	0.511	0.000	1.315	1.304	1.474	0.873	0.000	0.000	0.530	0.527	0.000	1.669	0.915	0.000	1.161	0.900	1.165	0.905	0.917	1.176	0.000	0.926	0.000	0.563	1.428	0.000	0.587	0.000	0.961	0.592	0.964	1.901	1.457	1.442	0.972	0.969	0.617	0.000	0.000	0.000	0.000	0.000	0.000	0.631	1.299	1.832	1.712	1.307	0.653	0.000	1.061	0.671	0.000	1.102	1.617	0.000	1.123	1.109	0.000	0.000	0.000	1.665	0.000	2.291	0.792	1.263	1.218	0.000	1.301	0.885	0.000	0.000	0.000	0.000
