GeneSymbol	A21_05_C2_P5_627989	A21_05_C2_P5_128351	A21_05_C2_P5_307432	A21_05_C2_P5_162218	A21_05_C2_P5_755916	A21_05_C2_P5_787444	A21_05_C2_P5_352352	A21_05_C2_P5_438815	A21_05_C2_P5_70683	A21_05_C2_P5_232986	A21_05_C2_P5_871915	A21_05_C2_P5_142405	A21_05_C2_P5_383696	A21_05_C2_P5_190510	A21_05_C2_P5_859759	A21_05_C2_P5_617183	A21_05_C2_P5_576934	A21_05_C2_P5_283019	A21_05_C2_P5_596460	A21_05_C2_P5_654803	A21_05_C2_P5_253471	A21_05_C2_P5_506975	A21_05_C2_P5_239328	A21_05_C2_P5_317515	A21_05_C2_P5_195085	A21_05_C2_P5_683878	A21_05_C2_P5_414797	A21_05_C2_P5_170324	A21_05_C2_P5_51980	A21_05_C2_P5_504840	A21_05_C2_P5_200807	A21_05_C2_P5_300103	A21_05_C2_P5_845053	A21_05_C2_P5_123870	A21_05_C2_P5_484043	A21_05_C2_P5_417735	A21_05_C2_P5_768487	A21_05_C2_P5_657834	A21_05_C2_P5_296097	A21_05_C2_P5_117136	A21_05_C2_P5_80111	A21_05_C2_P5_703673	A21_05_C2_P5_176254	A21_05_C2_P5_338209	A21_05_C2_P5_620018	A21_05_C2_P5_95513	A21_05_C2_P5_195159	A21_05_C2_P5_296009	A21_05_C2_P5_236272	A21_05_C2_P5_159230	A21_05_C2_P5_821263	A21_05_C2_P5_273470	A21_05_C2_P5_303651	A21_05_C2_P5_394590	A21_05_C2_P5_137247	A21_05_C2_P5_345140	A21_05_C2_P5_432962	A21_05_C2_P5_811488	A21_05_C2_P5_506171	A21_05_C2_P5_538224	A21_05_C2_P5_830809	A21_05_C2_P5_750516	A21_05_C2_P5_230762	A21_05_C2_P5_454049	A21_05_C2_P5_800935	A21_05_C2_P5_525352	A21_05_C2_P5_536476	A21_05_C2_P5_689338	A21_05_C2_P5_762880	A21_05_C2_P5_856701	A21_05_C2_P5_528842	A21_05_C2_P5_405914	A21_05_C2_P5_514433	A21_05_C2_P5_159909	A21_05_C2_P5_382146	A21_05_C2_P5_432396	A21_05_C2_P5_646775	A21_05_C2_P5_384399	A21_05_C2_P5_135343	A21_05_C2_P5_135361	A21_05_C2_P5_822297	A21_05_C2_P5_380835	A21_05_C2_P5_81754	A21_05_C2_P5_148457	A21_05_C2_P5_35506	A21_05_C2_P5_284533	A21_05_C2_P5_28165	A21_05_C2_P5_634752	A21_05_C2_P5_625288
CDKN2C	0.000	0.000	0.558	0.558	0.000	0.000	0.576	0.587	0.603	0.587	0.000	0.000	0.000	0.643	0.637	1.035	0.640	0.650	0.000	1.355	0.679	0.680	0.000	0.000	0.686	0.000	0.000	0.000	0.714	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.159	0.000	0.000	0.000	0.747	1.165	0.000	1.473	0.000	0.746	0.776	0.000	0.000	0.000	0.764	0.000	0.780	0.783	0.783	0.787	0.000	0.806	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.272	0.000	0.849	0.000	0.000	0.000	0.000	0.867	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.021	0.000	0.000	1.120	0.000	1.178
CDKN3	0.377	0.817	1.176	0.558	0.000	0.938	0.939	0.587	1.248	0.000	0.617	0.613	1.266	0.643	0.000	0.646	0.640	0.650	0.000	0.000	0.679	0.000	0.000	0.000	0.686	0.705	0.000	0.000	0.000	0.000	0.000	0.723	1.139	0.780	0.728	0.000	1.149	1.454	1.450	1.175	0.000	1.170	1.165	0.000	1.176	0.000	1.693	1.739	1.176	0.768	1.497	1.491	0.765	1.212	0.783	0.783	0.000	0.790	0.000	1.233	1.547	0.000	1.249	0.000	0.821	0.000	0.827	0.826	0.851	0.000	0.000	1.327	0.855	1.320	1.324	0.000	1.334	1.439	0.000	1.471	0.986	0.000	0.000	0.000	1.038	1.077	1.635	1.147	0.000
CDT1	0.650	0.000	0.558	0.000	0.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.040	0.000	0.672	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.739	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.764	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CEBPB	0.377	1.063	0.914	0.914	0.918	0.000	0.576	0.000	0.603	0.000	0.996	0.000	0.615	0.643	1.022	0.000	0.640	0.650	0.661	1.355	0.000	0.000	0.683	1.388	0.686	0.705	0.715	1.418	1.642	1.141	0.000	1.138	0.723	1.213	0.000	0.748	0.731	0.739	0.736	1.175	0.752	0.000	1.165	0.751	1.176	0.000	0.746	0.000	0.752	1.726	0.769	0.764	0.000	0.000	0.783	1.217	0.787	0.790	0.806	0.796	0.000	1.559	0.000	1.245	0.821	1.282	0.827	0.000	0.000	1.611	0.859	1.327	0.000	0.864	0.000	0.000	0.875	0.000	1.764	1.471	0.986	0.000	1.012	0.000	1.536	1.077	1.120	1.147	2.047
CEBPD	1.190	0.490	1.176	0.000	0.000	0.575	0.576	0.000	0.000	0.587	0.617	0.991	0.000	0.643	0.000	0.000	0.640	1.320	0.000	0.000	0.000	1.081	0.683	0.694	0.686	1.114	0.000	0.000	0.000	0.000	0.000	1.430	0.723	1.514	0.728	1.171	0.000	0.739	0.000	0.000	1.176	0.000	0.000	1.175	0.000	0.764	0.746	0.776	1.176	1.496	1.198	1.491	1.193	1.212	1.217	0.783	0.787	0.790	0.806	0.000	0.000	0.000	0.000	0.000	0.821	0.000	1.581	0.000	1.304	1.848	1.314	2.069	0.855	0.864	1.875	0.000	0.000	0.000	1.440	0.000	0.986	0.000	0.000	0.000	0.000	1.077	0.000	0.000	1.704
CELF2	0.000	0.000	0.000	0.000	0.000	0.938	0.000	0.000	0.000	0.000	0.000	0.613	0.615	0.000	0.000	0.000	0.640	0.000	0.000	0.672	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.127	0.000	0.723	0.000	0.000	0.000	0.000	0.000	1.155	0.000	0.000	0.000	0.000	0.000	0.751	0.000	0.000	0.000	0.000	0.000	0.000	0.764	0.000	0.000	0.783	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.120	0.000	0.000
CEMIP	1.040	2.073	0.000	0.558	0.000	1.204	0.576	0.000	1.248	0.587	0.000	0.000	0.993	0.000	1.517	0.000	0.000	0.000	0.000	0.672	0.000	0.000	1.593	0.000	0.686	0.000	0.000	2.117	0.000	0.000	1.644	0.723	0.723	0.000	0.000	1.467	1.149	1.159	0.000	0.751	0.752	0.000	0.000	0.000	1.701	1.192	1.465	1.927	0.000	1.197	1.198	1.721	0.000	0.780	0.783	0.783	1.222	1.760	0.806	0.000	0.000	0.000	0.000	0.000	0.000	0.834	0.000	0.826	0.000	0.000	1.314	0.000	0.000	0.000	0.867	0.000	0.000	0.959	0.000	0.984	0.000	0.000	1.012	0.000	0.000	2.168	1.120	2.262	0.000
CEMIP2	0.000	0.000	0.558	0.000	0.918	0.575	0.000	0.587	0.000	0.000	0.000	0.000	0.000	0.643	0.637	0.000	0.000	0.650	0.000	0.000	0.000	0.680	0.000	0.000	0.000	0.000	0.000	1.418	0.000	0.000	0.715	0.000	0.000	0.780	0.000	0.000	0.000	0.000	0.000	0.751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.768	0.000	0.000	0.765	0.000	0.000	0.000	0.000	0.000	0.806	0.000	0.000	0.000	1.249	0.805	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.869	0.855	0.000	0.867	0.000	0.000	0.000	0.960	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CENPA	0.650	0.000	0.000	0.558	0.000	0.000	0.000	0.954	0.000	0.587	0.000	0.000	1.481	0.000	0.000	1.035	0.000	0.000	0.000	0.000	0.679	0.000	0.000	0.694	0.000	0.000	0.000	0.000	0.000	0.000	0.715	0.000	0.000	0.000	0.000	0.000	0.731	0.000	0.000	0.000	0.000	1.170	0.000	0.000	0.751	0.000	0.746	0.000	0.000	0.000	0.000	0.764	0.000	0.000	0.000	0.000	1.222	1.226	0.000	0.000	0.803	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.497	1.505	0.000	1.536	0.000	1.120	0.000	0.000
CENPE	1.321	0.490	0.000	0.558	0.000	0.575	0.000	1.607	0.977	1.609	0.000	0.000	2.157	0.000	2.531	1.533	0.640	0.000	0.000	2.043	2.372	0.000	0.000	0.000	1.597	0.000	0.000	0.000	0.000	0.000	1.127	1.138	0.000	0.000	0.000	0.000	1.442	0.739	1.155	0.000	0.000	1.170	0.000	0.000	1.176	0.000	1.465	0.776	1.176	0.000	0.769	1.491	0.765	1.212	0.000	0.000	1.943	0.790	0.000	0.796	1.547	0.000	0.808	1.783	0.000	2.016	0.000	1.272	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.439	0.000	0.000	2.044	1.825	2.443	0.000	1.536	0.000	2.427	0.000	0.000
CENPF	1.040	0.490	0.558	1.555	0.000	0.938	0.000	2.280	1.786	2.001	0.000	0.000	2.250	0.000	2.198	2.549	0.640	1.870	0.000	2.043	2.746	0.000	0.000	1.100	2.981	1.404	0.000	0.715	0.714	0.000	2.117	1.138	0.000	1.514	0.728	0.000	2.466	2.023	2.018	0.000	0.000	3.045	0.744	1.175	1.176	0.000	2.290	0.776	0.752	1.197	0.000	1.721	0.000	2.090	0.783	1.518	1.524	0.790	1.551	1.769	1.243	0.000	0.808	0.805	0.821	1.590	0.000	1.814	1.614	2.039	0.000	0.869	0.000	1.633	0.000	0.000	0.000	2.202	0.960	1.471	3.052	1.825	2.278	1.845	1.867	0.000	2.737	0.000	0.000
CENPH	0.000	1.063	0.000	0.000	0.000	0.575	0.576	1.222	0.000	0.000	0.000	0.613	0.000	0.000	0.000	0.000	0.640	0.000	0.000	0.000	0.679	0.000	0.000	1.100	0.686	0.705	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.442	0.000	0.000	0.751	0.000	0.000	0.000	0.000	0.751	0.000	0.000	0.000	0.000	0.768	0.000	0.000	1.722	0.000	0.783	0.000	0.787	0.790	0.000	0.000	0.803	0.000	0.000	0.805	0.000	0.000	0.000	0.000	0.851	0.000	0.000	0.000	0.000	0.000	0.000	0.881	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.077	0.000	0.000	0.000
CENPI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.587	0.000	0.587	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.751	0.000	0.000	0.000	0.000	0.000	0.000	0.764	0.000	0.000	0.000	0.000	0.787	0.000	0.000	0.000	0.803	0.000	0.000	0.000	0.000	0.000	0.000	0.826	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CENPJ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.954	0.603	0.000	0.000	0.000	0.000	0.000	0.000	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.450	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.120	0.000	0.000
CENPK	0.377	0.000	0.000	0.558	0.000	0.575	0.000	0.954	0.603	0.587	0.000	0.000	1.266	0.000	1.022	1.035	0.000	0.000	0.000	0.672	0.000	0.680	0.000	0.000	0.686	0.705	0.715	0.000	0.714	0.000	0.000	0.000	0.000	0.780	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.175	0.751	0.000	0.000	0.000	0.000	0.768	0.000	0.000	1.193	0.000	0.000	0.000	0.000	0.790	0.000	0.796	0.000	0.000	0.000	0.805	0.000	0.834	0.827	1.272	0.000	0.849	0.859	0.869	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CENPM	0.000	0.000	0.558	0.000	0.000	0.000	0.000	0.000	0.977	0.587	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.661	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.715	0.000	0.000	0.000	0.000	0.748	0.000	0.000	0.000	0.000	0.000	0.747	0.000	0.000	0.751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.805	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CENPO	0.000	0.000	0.000	0.558	0.000	0.000	0.000	0.587	0.977	0.000	0.000	0.000	0.000	0.000	0.637	0.646	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.686	0.000	0.000	0.000	0.000	0.000	0.000	0.723	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.744	0.000	0.751	0.000	0.746	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.787	0.790	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CENPQ	0.000	0.000	0.000	0.000	0.561	0.938	0.000	0.587	0.000	0.000	0.000	0.000	0.000	0.000	0.637	0.000	0.000	0.000	0.000	0.000	0.679	0.000	0.000	0.000	1.089	0.000	0.000	0.000	0.000	0.000	0.715	0.723	0.000	0.000	0.000	0.000	0.731	0.000	0.000	0.000	0.000	0.747	0.000	0.000	1.176	0.000	0.000	0.000	0.000	0.000	0.769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.246	0.796	0.000	0.000	0.000	0.805	0.000	0.834	0.000	0.826	0.851	0.000	0.000	0.869	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CENPU	0.864	0.490	0.558	0.000	0.000	0.000	0.000	0.000	0.977	0.000	0.000	0.000	0.615	0.000	0.637	0.646	0.000	0.000	0.000	0.672	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.126	0.000	0.715	0.723	0.000	0.000	0.000	0.000	0.000	0.739	1.155	0.000	0.000	1.170	0.000	0.000	0.751	0.000	1.169	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.783	1.217	0.000	0.000	0.000	0.000	0.803	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.881	0.000	0.000	0.000	0.000	0.000	0.000	1.012	0.000	0.000	0.000	0.000	0.000	0.000
CENPV	0.377	0.000	1.383	0.000	0.561	0.000	0.000	0.954	0.000	0.000	0.000	0.000	0.000	0.000	0.637	0.646	0.000	0.000	0.661	0.672	0.000	0.680	0.683	0.000	0.000	0.705	0.000	0.715	0.000	0.000	0.000	0.723	0.000	0.000	0.000	0.000	0.000	1.159	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.746	1.208	0.752	0.000	0.000	0.000	0.765	0.780	0.000	0.000	0.000	0.790	0.000	0.796	0.000	0.000	0.808	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.473	0.000	1.012	0.000	0.000	0.000	0.000	0.000	0.000
CENPW	0.650	0.000	0.000	1.383	0.000	0.000	0.000	0.587	0.603	0.000	0.617	0.000	0.000	0.643	0.000	0.646	0.640	0.000	0.661	0.000	0.000	0.000	0.000	0.000	1.375	0.000	0.715	1.127	0.000	1.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.739	1.450	0.000	0.752	0.000	0.000	0.000	0.000	0.764	0.000	0.000	0.000	1.197	1.198	0.000	0.765	1.212	0.000	0.000	0.787	0.000	0.000	0.000	1.969	0.000	1.249	1.245	0.000	0.000	0.000	1.579	0.851	1.611	0.000	0.000	0.855	0.000	0.000	0.881	1.334	0.959	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CEP128	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.646	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.776	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.960	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CEP135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.587	0.000	0.000	0.000	0.613	0.615	0.000	0.000	0.000	0.000	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.723	0.000	0.000	0.000	0.000	1.149	0.000	0.000	0.000	0.000	0.000	0.000	0.751	0.000	0.000	0.000	0.000	0.000	0.000	0.769	0.000	0.000	0.000	0.000	0.000	0.000	0.790	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.579	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.334	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CEP170	0.650	0.490	0.914	0.914	0.561	0.938	0.939	0.587	1.248	0.955	0.996	0.613	1.481	1.529	0.000	0.646	0.640	0.650	1.338	1.071	0.679	0.000	0.683	0.000	0.000	0.705	1.128	1.418	1.126	0.000	0.715	0.000	0.000	0.780	0.728	1.171	1.149	0.000	0.736	1.175	0.000	0.000	0.744	0.000	0.000	1.721	0.746	1.927	1.473	1.726	0.769	0.000	0.000	0.000	1.518	1.217	0.787	0.790	0.000	1.536	0.803	0.000	1.249	1.245	1.265	0.000	0.000	0.826	1.614	1.611	0.859	0.869	0.000	0.864	1.324	0.000	0.000	0.959	0.960	0.984	0.000	0.000	0.000	1.021	0.000	1.077	0.000	1.147	0.000
CEP290	0.000	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.000	0.617	0.000	0.000	0.000	0.000	0.000	0.640	1.040	0.661	0.000	0.000	0.000	0.000	0.694	1.089	0.705	0.715	0.000	1.126	0.000	0.000	0.000	0.723	1.213	0.000	0.748	0.000	0.739	0.000	0.000	1.176	0.000	0.000	0.000	0.751	0.000	0.000	1.208	0.000	0.000	0.000	0.000	0.000	0.000	1.217	0.000	0.000	0.000	0.000	0.796	0.000	0.000	0.000	0.805	0.000	0.000	0.000	0.000	0.000	0.000	0.859	0.000	0.000	0.000	0.867	0.000	1.648	0.000	0.000	1.796	0.000	0.000	0.000	0.000	0.000	0.000	1.120	0.000	0.000
CEP55	1.718	0.490	1.176	2.439	0.561	1.734	0.939	1.999	0.603	1.434	0.000	0.000	1.657	0.643	1.847	1.035	0.000	0.650	0.000	1.355	0.679	1.081	0.000	1.388	1.779	1.114	1.419	0.000	0.000	0.000	1.127	1.430	0.723	1.213	1.144	0.748	1.669	1.682	1.450	0.751	0.000	1.695	1.165	1.175	1.473	0.764	1.693	0.000	1.473	1.197	1.728	1.721	1.193	1.212	0.000	1.217	1.755	1.528	0.000	1.769	1.243	0.812	0.808	0.000	0.000	0.834	0.827	1.272	1.851	0.849	0.000	1.639	1.309	1.633	0.867	0.000	0.875	2.202	1.440	1.471	1.798	1.006	1.834	1.516	1.867	0.000	1.120	1.147	1.178
CEP78	0.377	0.000	0.000	0.000	0.561	0.000	0.000	0.587	0.000	0.000	0.000	0.000	0.000	0.000	0.637	0.000	0.000	1.320	0.000	0.000	0.000	0.000	0.000	0.000	0.686	0.705	0.000	0.000	0.714	0.000	0.000	0.000	0.000	1.213	0.000	0.000	0.000	0.739	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.193	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.796	0.803	0.000	0.808	0.000	0.000	0.834	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.986	1.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CFH	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.419	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CFHR1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CFI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CH25H	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.746	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.783	0.783	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CHAC1	0.000	0.490	0.000	0.914	0.000	0.575	0.000	0.000	0.977	0.000	0.000	0.000	0.000	0.643	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.388	0.000	0.000	0.000	0.000	0.000	0.000	0.715	0.000	0.000	0.000	0.000	1.171	1.149	0.000	0.000	1.175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.768	0.000	0.000	0.000	0.000	0.000	0.783	0.000	0.790	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.834	0.000	0.000	0.000	0.000	0.000	0.000	0.855	0.000	0.000	0.000	0.000	0.000	0.960	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CHAF1A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.587	0.000	0.000	0.615	0.000	1.022	0.000	0.000	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.715	0.000	0.000	0.000	0.715	0.000	0.000	0.000	0.000	0.000	0.000	0.739	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.780	0.783	0.000	0.000	0.000	0.000	0.000	0.803	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.309	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CHAF1B	0.000	0.000	0.000	0.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.867	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CHGA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
