GeneSymbol	A21_05_C3_P5_438326	A21_05_C3_P5_80000	A21_05_C3_P5_675243	A21_05_C3_P5_39323	A21_05_C3_P5_540516	A21_05_C3_P5_675883	A21_05_C3_P5_795538	A21_05_C3_P5_192610	A21_05_C3_P5_201880	A21_05_C3_P5_426236	A21_05_C3_P5_119081	A21_05_C3_P5_243946	A21_05_C3_P5_677988	A21_05_C3_P5_722696	A21_05_C3_P5_385496	A21_05_C3_P5_555709	A21_05_C3_P5_160648	A21_05_C3_P5_114001	A21_05_C3_P5_631908	A21_05_C3_P5_341331	A21_05_C3_P5_810696	A21_05_C3_P5_451659	A21_05_C3_P5_167316	A21_05_C3_P5_730545	A21_05_C3_P5_4191	A21_05_C3_P5_306948	A21_05_C3_P5_799333	A21_05_C3_P5_51050
LINC01929	0.000	0.248	0.265	0.000	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC02256	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC02266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC02458	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC02489	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC02544	0.000	0.000	0.000	0.000	0.312	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC02795	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LIPC	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LIPG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LMCD1	0.762	0.754	1.037	1.374	1.040	1.464	0.577	0.805	1.111	1.666	1.143	0.637	0.868	1.339	0.888	1.255	1.339	1.907	0.427	1.321	0.444	0.000	0.766	0.770	0.450	1.207	0.470	0.832
LMNB1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.759	0.000	0.000	0.000
LMNB2	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.345	0.342	0.000	0.356	0.368	0.000	0.000	0.000	0.406	0.000	0.000	0.725	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LMO4	0.649	0.447	0.648	1.087	1.162	0.553	0.940	0.602	0.596	1.582	1.271	1.300	0.868	1.208	0.669	0.694	1.339	0.420	1.141	1.162	0.444	0.739	0.000	1.200	0.450	0.776	1.030	0.500
LMO7	0.522	0.447	1.139	0.685	1.040	1.985	0.775	1.634	0.799	1.666	0.997	0.000	1.045	1.057	0.888	1.255	0.754	1.283	0.725	0.974	0.751	0.739	0.455	0.770	1.186	0.461	0.789	1.081
LMOD1	0.000	0.000	0.000	0.000	0.000	0.000	0.329	0.000	0.000	1.274	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.455	0.000	0.000	0.000	0.000	0.000
LONRF2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOX	2.764	2.852	3.168	3.189	2.452	2.826	2.218	2.350	2.070	2.063	2.112	1.415	2.785	2.025	2.595	1.707	2.459	1.537	2.408	2.281	2.043	1.778	1.822	1.499	1.899	1.630	2.176	1.923
LOXL1	1.379	0.989	1.395	0.504	0.902	0.553	0.329	0.000	0.000	0.000	0.356	0.000	0.653	0.000	0.669	0.406	0.000	1.127	0.954	0.741	0.444	0.000	1.003	0.770	1.186	0.000	0.789	0.000
LOXL2	1.676	1.756	1.535	1.883	1.270	1.464	1.206	0.975	0.799	1.884	1.578	1.300	1.544	1.339	1.905	1.874	1.802	1.907	1.434	2.027	1.175	1.681	1.724	1.361	1.186	1.837	1.387	1.081
LOXL4	1.118	0.000	0.648	0.504	0.312	0.553	0.577	1.783	1.111	0.000	0.997	1.023	0.868	0.385	0.000	0.406	0.989	1.127	0.000	0.000	0.000	0.739	0.000	0.000	1.186	0.000	0.789	0.832
LPXN	0.206	0.447	0.000	0.000	0.312	0.746	0.000	0.345	0.342	0.000	0.825	0.848	0.653	0.385	0.390	1.255	0.000	0.420	0.000	0.000	0.444	1.778	0.000	0.457	0.995	1.015	0.789	0.000
LRATD1	0.000	0.000	0.000	0.000	0.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.385	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LRRC15	0.206	0.000	0.000	0.283	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.457	0.000	0.000	0.470	0.500
LRRC17	1.190	0.989	0.648	0.970	1.457	1.168	1.980	1.711	0.596	1.000	0.618	0.848	1.195	0.879	1.067	0.918	0.989	0.420	0.427	0.438	1.175	0.000	0.766	1.499	0.759	1.207	1.225	0.500
LRRC4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LRRC59	1.190	0.879	1.232	1.374	1.270	1.168	0.940	1.358	1.840	1.000	1.271	1.517	1.195	1.455	1.666	1.611	0.754	1.283	1.434	0.974	0.985	1.574	1.003	1.621	1.346	1.369	1.387	1.280
LRRIQ1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LRRN3	0.206	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.390	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LRRN4CL	0.000	0.248	0.000	0.000	0.000	0.000	0.000	0.805	0.342	0.000	0.000	0.368	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.000	0.000
LRRTM2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LSAMP	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.766	0.000	0.000	0.000	0.000	0.000
LSM5	0.206	0.754	0.265	0.504	0.549	0.314	0.775	0.602	0.342	0.828	0.000	0.637	0.379	0.000	0.000	0.406	0.000	0.420	0.000	0.000	0.444	0.436	0.000	0.000	0.450	0.461	0.789	0.500
LSP1	0.000	0.000	0.000	0.000	0.549	0.314	0.000	0.000	0.596	0.000	0.618	0.848	0.000	0.000	0.000	0.000	0.446	0.942	0.000	0.000	0.000	0.000	0.000	1.008	0.759	0.461	0.470	0.000
LTK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LUM	2.886	2.785	2.479	2.497	2.795	3.024	2.921	2.710	2.874	3.168	2.210	1.774	2.410	2.831	3.068	3.159	3.227	2.713	3.104	2.484	2.879	2.331	2.696	2.813	2.192	2.543	2.105	3.342
LURAP1L	0.000	0.447	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.868	0.385	0.000	0.406	0.446	0.420	0.427	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.500
LXN	0.522	0.447	0.474	0.000	0.549	0.746	0.000	0.805	0.342	0.357	0.356	0.637	0.000	0.662	0.390	0.694	0.446	0.000	0.427	0.438	0.985	0.000	0.455	1.200	0.000	0.000	0.000	0.500
LYAR	0.000	0.447	0.265	0.000	0.000	0.314	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.470	0.500
LYPD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LYPLAL1-AS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAB21L1	0.000	0.000	0.000	0.000	0.000	0.000	0.329	0.345	0.000	0.357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.954	0.000	0.985	0.739	0.455	0.000	0.759	0.461	0.000	0.500
MACC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAD2L1	0.000	0.000	0.000	0.283	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.741	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
MAF	0.000	0.000	0.000	0.000	0.902	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.000	0.470	0.000
MAFB	0.956	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.385	0.000	0.000	0.000	0.000	0.000	0.438	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAGEL2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MALAT1	1.586	2.675	2.726	2.996	2.702	2.781	3.076	2.737	2.339	3.053	3.498	2.934	2.178	3.589	2.209	1.707	3.057	2.843	2.892	3.247	2.814	2.567	3.052	1.998	2.418	3.555	2.913	3.365
MALINC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.000	0.000	0.000	0.455	0.000	0.000	0.000	0.000	0.000
MALL	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.662	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAMLD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.714	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAN1C1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MANF	0.762	0.754	0.923	1.087	0.741	0.553	0.329	0.345	0.000	0.828	0.618	0.368	0.379	0.000	0.888	0.000	0.000	0.942	0.427	1.162	0.000	0.739	0.000	0.457	0.450	0.461	0.470	0.000
MAP1B	0.522	1.410	1.139	1.832	0.902	1.375	1.317	1.711	1.449	1.274	0.825	2.247	2.008	0.879	1.219	1.255	1.802	1.739	1.298	1.578	2.043	1.778	2.204	2.074	1.484	1.739	1.387	1.588
MAP2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAP3K21	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAP3K5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAP7D3	0.000	0.989	0.265	0.283	0.902	0.746	0.577	1.119	0.596	1.146	0.997	1.171	1.803	0.662	0.390	0.918	0.989	0.000	1.298	0.000	0.985	0.739	1.195	0.457	1.346	0.461	1.387	1.446
MARCKS	1.718	2.358	2.453	2.383	2.387	2.781	2.630	2.496	2.551	2.116	2.743	2.531	3.288	2.468	2.696	2.605	2.594	2.713	2.766	2.097	1.798	2.383	2.734	2.272	2.418	2.823	2.880	2.541
MARCKSL1	0.377	0.447	0.648	0.000	0.000	0.000	0.000	0.000	0.967	0.000	0.618	0.848	0.379	0.000	0.888	0.000	0.000	0.420	0.000	0.000	0.000	1.159	0.000	0.000	0.450	0.000	0.000	0.000
MARK1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MASP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.669	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.789	0.000
MASTL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MATN2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MBOAT2	0.649	0.612	0.795	0.970	0.741	0.907	0.577	1.246	0.799	1.388	0.618	0.848	1.326	0.662	0.669	1.506	0.754	1.418	0.725	0.974	0.000	0.739	1.003	0.457	0.000	0.461	0.789	1.081
MBP	0.000	0.248	0.000	0.283	0.741	0.314	0.000	0.000	0.799	0.357	0.618	0.000	0.379	1.057	0.000	0.406	0.446	0.000	0.000	0.438	0.751	0.000	0.000	0.000	0.450	0.000	0.000	0.000
MCAM	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.455	0.000	0.000	0.000	0.000	0.000
MCM10	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MCM2	0.000	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MCM3	0.000	0.248	0.265	0.000	0.000	0.000	0.577	0.000	0.000	0.000	0.825	0.000	0.000	0.000	0.390	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.455	0.000	0.000	0.000	0.000	0.000
MCM4	0.206	0.000	0.000	0.000	0.549	0.000	0.577	0.000	0.596	0.000	0.000	0.000	0.379	0.000	0.000	0.000	0.000	0.714	0.427	0.000	0.000	0.436	0.000	0.000	0.759	0.000	0.000	0.500
MCM5	0.000	0.000	0.000	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.000	0.000	0.379	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.000	0.000	0.000	0.000	0.995	0.000	0.000	0.000
MCM6	0.377	0.000	0.265	0.000	0.000	0.000	0.000	0.345	0.596	0.620	0.000	0.000	0.000	0.000	0.669	0.694	0.000	0.000	0.000	0.000	0.000	0.436	0.000	0.000	0.995	0.000	0.000	0.000
MCM7	0.000	0.248	0.265	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.420	0.000	0.438	0.000	0.000	0.000	0.000	0.000	0.000	0.470	0.000
MCM8	0.000	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
MDK	0.377	0.248	0.000	0.283	0.741	0.000	0.577	0.000	0.000	0.357	0.000	0.637	0.000	0.662	0.390	0.694	0.754	0.000	0.000	0.438	0.751	0.436	0.000	0.770	0.000	0.000	1.030	0.000
MDM2	0.649	0.754	0.648	0.283	0.312	1.546	0.000	0.805	0.342	0.000	0.000	0.368	0.653	0.000	0.390	0.406	0.000	0.000	0.725	0.974	1.593	0.436	0.000	0.457	0.450	0.776	0.470	0.000
MEDAG	0.649	0.754	0.795	0.000	0.902	0.314	0.000	0.602	0.000	0.000	0.000	0.368	0.000	0.662	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500
MEF2C	0.000	0.000	0.000	0.000	0.000	0.000	0.577	0.345	0.000	0.357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.766	0.000	0.000	0.461	0.000	0.000
MEG3	0.000	0.612	0.474	0.685	0.549	0.907	0.775	0.602	0.967	1.146	0.618	0.368	0.653	1.339	0.669	0.694	0.000	0.942	1.141	0.000	0.444	0.436	1.195	0.770	0.000	0.776	0.470	0.500
MELK	0.000	0.000	0.000	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.618	0.000	0.000	0.385	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.995	0.000	0.000	0.000
MEOX2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MEST	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MET	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MEX3A	0.000	0.000	0.000	0.000	0.312	0.000	0.000	0.000	0.000	0.000	0.000	0.368	0.000	0.000	0.390	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MFAP4	0.956	1.089	1.535	0.283	1.368	1.375	2.032	1.246	1.449	1.489	0.997	1.171	1.195	2.025	1.571	1.506	2.713	2.289	1.660	0.974	1.701	0.739	2.323	2.330	1.899	2.340	1.527	2.097
MFAP5	1.586	1.598	2.115	2.320	1.457	1.546	0.775	0.000	1.449	1.817	0.356	0.000	2.125	1.057	1.219	1.388	0.446	0.714	1.756	1.321	0.444	0.000	0.766	0.000	0.995	1.015	0.470	1.824
MFGE8	0.649	0.989	0.795	0.283	0.549	0.553	0.577	0.345	0.000	1.000	0.000	0.000	1.045	1.208	0.669	0.000	0.000	0.714	0.954	0.438	0.000	0.436	0.766	0.000	0.450	0.000	0.789	0.000
MGLL	0.377	0.447	0.265	0.283	0.000	0.314	0.000	0.975	0.342	0.620	0.000	0.637	0.379	0.662	0.000	0.406	0.000	0.000	0.000	0.438	0.000	0.000	0.000	0.457	0.759	0.000	0.789	0.000
MGP	0.000	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MIAT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	1.162	0.000	0.000	0.000	0.000	0.000	0.461	0.789	0.000
MICAL2	1.586	0.879	0.923	0.685	2.118	1.692	1.416	1.550	1.624	1.388	0.618	0.637	0.379	0.662	2.098	1.794	1.597	1.537	0.427	0.741	0.444	1.681	1.195	1.827	1.811	0.000	1.650	0.832
MIR1244-2	1.118	0.447	1.037	1.087	0.741	0.553	0.775	0.345	0.596	0.620	1.384	1.915	0.653	1.208	1.571	1.794	1.705	1.827	0.725	0.741	2.113	1.454	1.003	1.729	2.057	1.207	1.947	0.500
MIR34AHG	0.000	0.000	0.474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.436	0.000	0.000	0.000	0.000	0.000	0.000
MIR503HG	0.762	0.447	0.795	0.970	1.040	0.553	1.416	0.602	0.967	1.000	0.825	0.848	0.379	1.559	1.467	0.918	1.476	1.827	0.725	1.321	0.985	0.000	1.494	1.499	0.450	0.461	1.030	1.081
MIS18A	0.206	0.000	0.265	0.000	0.000	0.314	0.329	0.000	0.000	0.000	0.356	0.368	0.000	0.000	0.000	0.000	0.000	0.714	0.000	0.438	0.000	0.739	0.455	0.000	0.759	0.000	0.470	0.500
MIS18BP1	0.000	0.248	0.000	0.000	0.312	0.314	0.577	0.000	0.000	0.000	0.356	0.368	0.000	0.385	0.000	0.000	0.446	0.420	0.000	0.438	1.175	0.000	0.000	0.770	0.000	0.461	0.000	0.832
MIXL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MKI67	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.000	0.436	0.000	0.457	0.000	0.000	0.000	0.000
MLLT11	0.000	0.248	0.265	0.504	0.000	0.000	0.577	0.345	0.000	0.000	0.356	0.637	0.653	0.000	0.390	0.000	0.754	0.420	0.000	0.000	0.000	0.000	0.455	0.000	0.995	0.000	0.000	0.500
MME	1.320	1.653	1.658	1.374	2.161	1.464	1.416	1.783	1.903	1.582	1.578	1.847	2.229	2.141	2.038	1.948	1.891	2.116	2.542	2.162	2.454	1.681	2.265	1.916	2.057	2.340	2.519	2.541
MMP1	0.377	0.000	0.000	0.283	1.870	0.000	1.590	2.952	0.000	0.000	0.356	0.637	2.893	1.057	0.669	0.406	1.179	0.420	0.427	0.000	0.000	0.000	0.455	0.770	0.995	1.837	2.105	0.000
MMP11	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.662	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MMP12	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MMP14	1.538	1.089	0.923	0.685	1.614	1.375	1.082	1.246	1.541	0.828	1.880	1.517	1.544	1.057	1.219	0.406	1.179	0.420	0.725	1.457	1.798	2.277	0.455	1.008	1.899	0.776	1.387	1.824
MMP16	0.206	0.447	0.474	0.000	0.000	0.000	0.000	0.602	0.000	0.357	0.618	0.368	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000	0.444	0.436	0.455	0.457	0.000	0.461	0.470	0.000
MMP2	2.971	2.435	2.664	2.523	2.921	2.634	2.685	2.624	2.827	2.661	2.494	2.247	2.990	2.885	2.788	2.199	3.030	2.523	3.104	2.979	2.744	2.608	2.572	2.330	2.684	2.751	2.735	3.139
MMP3	0.000	0.000	0.000	0.000	1.368	0.000	0.000	0.805	0.000	0.000	0.000	0.000	1.441	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.457	0.000	0.000	0.000	0.000
MMP9	0.000	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MMS22L	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.390	0.000	0.000	0.000	0.725	0.000	0.000	0.000	0.000	0.457	0.450	0.000	0.000	0.000
MN1	0.377	0.248	0.795	0.000	0.000	0.000	0.329	0.345	0.342	0.000	0.000	0.000	0.653	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.444	0.000	0.455	0.000	0.000	0.000	0.000	0.500
MND1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.000	0.000	0.000	0.000	0.759	0.000	0.000	0.000
MNS1	0.000	0.000	0.000	0.000	0.000	0.314	0.000	0.000	0.596	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.461	0.000	0.000
MOXD1	1.586	0.879	1.139	0.283	1.539	1.546	0.577	0.975	0.342	0.828	1.384	1.171	1.876	1.057	0.669	1.388	1.597	0.942	1.141	0.741	0.751	0.000	1.003	1.200	0.995	1.508	1.030	0.500
MROH8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MRPS6	0.762	0.879	1.468	0.838	0.741	0.746	0.577	0.000	0.000	1.388	0.618	0.637	0.000	0.000	0.888	0.406	1.339	0.000	0.000	0.000	0.444	0.436	0.766	0.457	0.759	0.000	0.000	0.000
